CustomerID,recency,frequency,monetary,r_score,f_score,m_score,total_clv,churn_status,avg_days_between_purchases,lifespan_days,churn_event
16669,23,5,226.14,2,2,5,226.14,Active,3.7453,603,1
16670,16,33,7786.66,1,1,1,7786.66,Active,1.4119,713,1
16671,28,3,1692.27,2,3,2,1692.27,Active,27.2000,136,1
16672,2,23,8093.59,1,1,1,8093.59,Active,2.2759,264,1
16673,679,1,188.83,5,5,5,188.83,"High Risk",0.0000,0,1
16674,54,2,319.61,2,4,4,319.61,"Low Risk",0.4536,44,1
16675,441,2,608.86,5,4,3,608.86,"High Risk",1.6818,37,1
16676,33,7,2328.50,2,2,2,2328.50,"Low Risk",2.8519,385,1
16677,393,3,849.77,4,3,3,849.77,"High Risk",5.3958,259,1
16678,2,17,3013.83,1,1,1,3013.83,Active,1.6568,280,1
16679,366,3,793.06,4,3,3,793.06,"High Risk",9.0500,181,1
16680,43,3,821.45,2,3,3,821.45,"Low Risk",17.5357,491,1
16681,72,7,1921.84,3,2,2,1921.84,"Low Risk",11.8542,569,1
16682,4,5,1028.00,1,2,3,1028.00,Active,6.3103,183,1
16683,529,2,309.35,5,4,4,309.35,"High Risk",0.2222,4,1
16684,4,65,141502.25,1,1,1,141502.25,Active,0.9733,728,1
16685,61,2,324.24,3,4,4,324.24,"Low Risk",0.0000,0,1
16686,47,18,5051.57,2,1,1,5051.57,"Low Risk",0.6191,686,1
16687,390,1,157.63,4,4,5,157.63,"High Risk",0.0000,0,1
16688,1,4,1260.86,1,3,2,1260.86,Active,0.9672,59,1
16689,75,3,303.26,3,3,4,303.26,"Low Risk",0.4667,7,1
16690,43,5,336.08,2,2,4,336.08,"Low Risk",21.4737,408,1
16691,418,2,178.83,5,4,5,178.83,"High Risk",14.3000,143,1
16692,256,4,1914.70,4,3,2,1914.70,"High Risk",46.2500,185,1
16693,68,5,1199.46,3,3,2,1199.46,"Low Risk",3.3988,588,1
16694,723,1,98.30,5,5,5,98.30,"High Risk",0.0000,0,1
16695,561,2,193.15,5,4,5,193.15,"High Risk",0.0000,0,1
16696,135,4,657.90,3,3,3,657.90,"Medium Risk",12.5556,113,1
16697,241,1,112.75,4,4,5,112.75,"High Risk",0.0000,0,1
16698,226,2,1998.00,4,4,2,1998.00,"High Risk",6.7500,27,1
16699,380,8,964.90,4,2,3,964.90,"High Risk",5.7258,355,1
16700,8,31,9084.06,1,1,1,9084.06,Active,1.3652,729,1
16701,8,34,9614.59,1,1,1,9614.59,Active,2.5347,730,1
16702,415,5,1100.88,5,2,3,1100.88,"High Risk",3.4835,317,1
16703,731,1,-15.00,5,5,5,-15.00,"High Risk",NULL,0,1
16704,618,2,695.66,5,4,3,695.66,"High Risk",0.9474,54,1
16705,0,61,42653.14,1,1,1,42653.14,Active,1.0125,730,1
16706,37,3,531.35,2,3,4,531.35,"Low Risk",0.6311,77,1
16707,400,4,551.11,4,3,4,551.11,"High Risk",3.6923,240,1
16708,45,1,656.63,2,5,3,656.63,"Low Risk",0.0000,0,1
16709,84,14,9087.46,3,1,1,9087.46,"Low Risk",2.1180,646,1
16710,19,23,6336.34,2,1,1,6336.34,Active,0.7262,716,1
16711,3,10,2751.48,1,1,2,2751.48,Active,21.5882,734,1
16712,9,13,4266.99,1,1,1,4266.99,Active,0.7410,392,1
16713,18,41,14380.54,1,1,1,14380.54,Active,0.5226,706,1
16714,218,7,1254.71,4,2,2,1254.71,"High Risk",4.3697,520,1
16715,78,2,625.52,3,4,3,625.52,"Low Risk",17.9259,484,1
16716,266,4,1568.28,4,3,2,1568.28,"High Risk",45.5000,364,1
16717,9,20,6309.96,1,1,1,6309.96,Active,1.7764,723,1
16718,369,5,3647.53,4,2,1,3647.53,"High Risk",1.6396,364,1
16719,14,17,3828.55,1,1,1,3828.55,Active,1.5857,712,1
16720,26,4,593.43,2,3,3,593.43,Active,4.3500,696,1
16721,262,1,292.47,4,4,4,292.47,"High Risk",0.0000,0,1
16722,17,26,8967.83,1,1,1,8967.83,Active,1.7038,719,1
16723,91,4,1301.63,3,3,2,1301.63,"Medium Risk",4.9922,644,1
16724,404,1,147.35,4,5,5,147.35,"High Risk",0.0000,0,1
16725,302,16,1870.71,4,1,2,1870.71,"High Risk",1.0789,424,1
16726,26,7,2088.41,2,2,2,2088.41,Active,1.4312,385,1
16727,364,4,1437.42,4,3,2,1437.42,"High Risk",1.5283,324,1
16728,46,4,1054.67,2,3,3,1054.67,"Low Risk",0.8134,218,1
16729,36,26,7076.28,2,1,1,7076.28,"Low Risk",0.3073,205,1
16730,52,4,702.79,2,3,3,702.79,"Low Risk",3.2169,267,1
16731,648,1,174.05,5,5,5,174.05,"High Risk",0.0000,0,1
16732,31,9,3966.79,2,2,1,3966.79,"Low Risk",3.0568,700,1
16733,529,1,259.68,5,5,4,259.68,"High Risk",0.0000,0,1
16734,52,3,650.51,2,3,3,650.51,"Low Risk",1.1923,62,1
16735,78,22,5632.01,3,1,1,5632.01,"Low Risk",1.9969,653,1
16736,505,8,2904.51,5,2,1,2904.51,"High Risk",1.5822,231,1
16737,53,2,835.20,2,4,3,835.20,"Low Risk",524.0000,524,1
16738,297,1,3.75,4,4,5,3.75,"High Risk",NULL,0,1
16739,172,4,772.23,3,3,3,772.23,"Medium Risk",8.8780,364,1
16740,395,1,236.81,4,4,5,236.81,"High Risk",0.0000,0,1
16741,625,1,173.06,5,5,5,173.06,"High Risk",0.0000,0,1
16742,46,15,2387.71,2,1,2,2387.71,"Low Risk",6.0991,677,1
16743,29,15,4207.01,2,1,1,4207.01,Active,1.5080,567,1
16744,11,7,1304.76,1,2,2,1304.76,Active,0.6722,162,1
16745,86,18,7170.70,3,1,1,7170.70,"Low Risk",0.6303,225,1
16746,4,46,18031.85,1,1,1,18031.85,Active,0.7339,731,1
16747,25,4,826.96,2,3,3,826.96,Active,0.9545,42,1
16748,17,15,3632.29,1,1,1,3632.29,Active,4.3152,712,1
16749,591,2,4387.08,5,4,1,4387.08,"High Risk",1.7500,133,1
16750,44,5,623.93,2,2,3,623.93,"Low Risk",2.0000,188,1
16751,30,1,1764.72,2,5,2,1764.72,"Low Risk",0.0000,0,1
16752,372,1,415.00,4,4,4,415.00,"High Risk",0.0000,0,1
16753,58,1,223.92,2,5,5,223.92,"Low Risk",0.0000,0,1
16754,372,35,56560.58,4,1,1,56560.58,"High Risk",1.6205,269,1
16755,114,10,2882.03,3,2,1,2882.03,"Medium Risk",1.8388,616,1
16756,214,9,1287.42,4,2,2,1287.42,"High Risk",5.2593,426,1
16757,318,2,270.48,4,4,4,270.48,"High Risk",6.5000,91,1
16758,65,1,369.34,3,5,4,369.34,"Low Risk",0.0000,0,1
16759,7,4,772.84,1,3,3,772.84,Active,0.5476,23,1
16760,430,1,228.00,5,5,5,228.00,"High Risk",0.0000,0,1
16761,96,1,316.62,3,5,4,316.62,"Medium Risk",0.0000,0,1
16762,19,3,1501.38,2,3,2,1501.38,Active,1.4205,125,1
16763,185,3,947.75,3,4,3,947.75,"High Risk",12.5682,553,1
16764,3,18,2758.25,1,1,2,2758.25,Active,0.1953,140,1
16765,294,2,454.75,4,4,4,454.75,"High Risk",1.7255,88,1
16766,273,2,1145.60,4,4,3,1145.60,"High Risk",0.0000,0,1
16767,30,16,7971.80,2,1,1,7971.80,"Low Risk",1.7284,560,1
16768,47,14,1647.07,2,1,2,1647.07,"Low Risk",3.9368,685,1
16769,260,4,1141.75,4,3,3,1141.75,"High Risk",4.6970,465,1
16770,57,11,1900.03,2,1,2,1900.03,"Low Risk",1.1713,417,1
16771,33,10,3967.60,2,1,1,3967.60,"Low Risk",1.6959,697,1
16772,417,5,2785.60,5,2,2,2785.60,"High Risk",3.8000,304,1
16773,57,3,421.24,2,3,4,421.24,"Low Risk",10.5625,676,1
16774,67,9,1587.85,3,2,2,1587.85,"Low Risk",4.4000,594,1
16775,10,17,2975.29,1,1,1,2975.29,Active,1.5540,432,1
16776,60,2,619.85,3,4,3,619.85,"Low Risk",2.6103,355,1
16777,80,6,1277.01,3,2,2,1277.01,"Low Risk",3.7551,552,1
16778,74,2,245.94,3,4,5,245.94,"Low Risk",13.3333,200,1
16779,2,62,32981.61,1,1,1,32981.61,Active,0.6746,734,1
16780,100,3,605.55,3,3,3,605.55,"Medium Risk",3.1327,307,1
16781,365,3,901.05,4,3,3,901.05,"High Risk",5.1525,304,1
16782,10,50,10348.96,1,1,1,10348.96,Active,0.3791,720,1
16783,436,1,391.95,5,5,4,391.95,"High Risk",0.0000,0,1
16784,19,5,896.53,2,2,3,896.53,Active,3.7862,602,1
16785,409,1,533.78,4,5,4,533.78,"High Risk",0.0000,0,1
16786,393,1,51.84,4,4,5,51.84,"High Risk",NULL,0,1
16787,397,4,1035.43,4,3,3,1035.43,"High Risk",2.6637,301,1
16788,123,5,1950.30,3,3,2,1950.30,"Medium Risk",1.1073,547,1
16789,8,1,80.80,1,5,5,80.80,Active,0.0000,0,1
16790,3,8,1520.12,1,2,2,1520.12,Active,0.3617,34,1
16791,29,18,3946.12,2,1,1,3946.12,Active,1.0043,707,1
16792,282,5,623.46,4,2,3,623.46,"High Risk",4.1782,422,1
16793,57,1,243.84,2,5,5,243.84,"Low Risk",0.0000,0,1
16794,1,17,2069.71,1,1,2,2069.71,Active,1.2004,623,1
16795,365,5,2465.19,4,2,2,2465.19,"High Risk",0.7626,318,1
16796,89,1,305.62,3,5,4,305.62,"Low Risk",0.0000,0,1
16797,393,9,1786.77,4,2,2,1786.77,"High Risk",0.8329,344,1
16798,554,4,837.56,5,3,3,837.56,"High Risk",1.0057,175,1
16799,432,3,491.03,5,3,4,491.03,"High Risk",0.1981,21,1
16800,11,1,1201.49,1,5,2,1201.49,Active,0.0000,0,1
16801,163,5,867.83,3,3,3,867.83,"Medium Risk",0.9167,110,1
16802,679,2,582.61,5,4,4,582.61,"High Risk",0.9808,51,1
16803,65,1,332.30,3,5,4,332.30,"Low Risk",0.0000,0,1
16804,23,3,536.99,2,3,4,536.99,Active,4.1864,247,1
16805,173,5,1097.24,3,3,3,1097.24,"Medium Risk",2.2320,558,1
16806,103,4,801.49,3,3,3,801.49,"Medium Risk",1.3333,136,1
16807,142,8,2064.88,3,2,2,2064.88,"Medium Risk",3.5594,509,1
16808,99,2,288.42,3,4,4,288.42,"Medium Risk",7.9545,175,1
16809,23,10,1725.48,2,1,2,1725.48,Active,2.2471,582,1
16810,192,4,786.14,4,3,3,786.14,"High Risk",6.1622,228,1
16811,4,2,547.07,1,4,4,547.07,Active,0.4815,13,1
16812,360,5,2216.80,4,2,2,2216.80,"High Risk",0.1913,22,1
16813,8,10,1692.98,1,1,2,1692.98,Active,0.4375,196,1
16814,14,37,12491.21,1,1,1,12491.21,Active,0.7376,593,1
16815,453,2,410.97,5,4,4,410.97,"High Risk",1.1370,83,1
16816,103,4,417.06,3,3,4,417.06,"Medium Risk",9.4444,255,1
16817,2,18,2594.55,1,1,2,2594.55,Active,2.6000,429,1
16818,10,13,3317.97,1,1,1,3317.97,Active,1.0263,195,1
16819,465,2,182.59,5,4,5,182.59,"High Risk",0.0000,0,1
16820,95,1,497.61,3,5,4,497.61,"Medium Risk",0.0000,0,1
16821,381,1,113.35,4,4,5,113.35,"High Risk",0.0000,0,1
16822,663,3,144.84,5,3,5,144.84,"High Risk",5.6667,68,1
16823,227,8,2253.14,4,2,2,2253.14,"High Risk",2.9143,510,1
16824,15,3,686.24,1,3,3,686.24,Active,9.9474,378,1
16825,38,5,1826.89,2,2,2,1826.89,"Low Risk",7.8730,496,1
16826,51,1,341.70,2,5,4,341.70,"Low Risk",0.0000,0,1
16827,393,5,392.13,4,2,4,392.13,"High Risk",17.8182,196,1
16828,93,2,128.50,3,4,5,128.50,"Medium Risk",2.7143,19,1
16829,156,2,513.32,3,4,4,513.32,"Medium Risk",8.9231,232,1
16830,38,5,1183.70,2,2,3,1183.70,"Low Risk",8.9351,688,1
16831,564,1,91.80,5,5,5,91.80,"High Risk",0.0000,0,1
16832,184,5,417.61,3,3,4,417.61,"High Risk",13.7000,274,1
16833,1,6,2409.04,1,2,2,2409.04,Active,6.8352,622,1
16834,227,2,898.96,4,4,3,898.96,"High Risk",9.5106,447,1
16835,128,10,1471.51,3,2,2,1471.51,"Medium Risk",4.8462,441,1
16836,39,4,782.37,2,3,3,782.37,"Low Risk",13.0488,535,1
16837,31,12,3167.73,2,1,1,3167.73,"Low Risk",1.2970,214,1
16838,197,6,1126.66,4,2,3,1126.66,"High Risk",7.7667,466,1
16839,8,51,20968.27,1,1,1,20968.27,Active,1.6915,658,1
16840,603,3,126.71,5,3,5,126.71,"High Risk",8.7778,79,1
16841,36,14,3841.16,2,1,1,3841.16,"Low Risk",3.0000,660,1
16842,64,4,1260.44,3,3,2,1260.44,"Low Risk",3.7778,238,1
16843,42,38,19528.78,2,1,1,19528.78,"Low Risk",1.1488,687,1
16844,562,2,614.34,5,4,3,614.34,"High Risk",0.6452,20,1
16845,618,1,253.88,5,5,5,253.88,"High Risk",0.0000,0,1
16846,50,3,842.41,2,3,3,842.41,"Low Risk",12.8043,589,1
16847,43,2,614.89,2,4,3,614.89,"Low Risk",15.9722,575,1
16848,52,4,1411.62,2,3,2,1411.62,"Low Risk",4.5238,380,1
16849,186,1,124.57,3,5,5,124.57,"High Risk",0.0000,0,1
16850,333,1,332.41,4,4,4,332.41,"High Risk",0.0000,0,1
16851,4,3,342.45,1,3,4,342.45,Active,2.4737,47,1
16852,10,2,144.91,1,4,5,144.91,Active,20.7500,166,1
16853,731,1,-67.50,5,5,5,-67.50,"High Risk",0.0000,0,1
16854,417,2,1408.96,5,4,2,1408.96,"High Risk",3.0135,223,1
16855,23,2,328.40,2,4,4,328.40,Active,1.1111,20,1
16856,14,3,358.49,1,3,4,358.49,Active,23.7778,428,1
16857,442,1,352.80,5,5,4,352.80,"High Risk",0.0000,0,1
16858,366,16,4431.63,4,1,1,4431.63,"High Risk",2.3247,358,1
16859,106,10,1657.74,3,2,2,1657.74,"Medium Risk",4.1783,539,1
16860,452,4,1593.67,5,3,2,1593.67,"High Risk",4.8837,210,1
16861,59,6,902.37,3,2,3,902.37,"Low Risk",8.6346,449,1
16862,547,4,662.33,5,3,3,662.33,"High Risk",4.5294,154,1
16863,29,5,977.07,2,2,3,977.07,Active,6.6667,380,1
16864,434,2,409.25,5,4,4,409.25,"High Risk",10.2500,164,1
16865,401,1,130.95,4,5,5,130.95,"High Risk",0.0000,0,1
16866,140,3,207.74,3,3,5,207.74,"Medium Risk",2.1000,21,1
16867,689,1,76.74,5,5,5,76.74,"High Risk",0.0000,0,1
16868,394,3,393.39,4,3,4,393.39,"High Risk",3.7547,199,1
16869,22,5,805.62,2,2,3,805.62,Active,1.1953,153,1
16870,469,1,450.16,5,5,4,450.16,"High Risk",0.0000,0,1
16871,22,7,2761.49,2,2,2,2761.49,Active,1.7971,248,1
16872,77,6,1213.13,3,2,2,1213.13,"Low Risk",22.7059,386,1
16873,4,17,14547.03,1,1,1,14547.03,Active,1.2696,664,1
16874,379,1,217.74,4,4,5,217.74,"High Risk",0.0000,0,1
16875,64,20,4053.20,3,1,1,4053.20,"Low Risk",2.5458,639,1
16876,403,1,136.01,4,5,5,136.01,"High Risk",0.0000,0,1
16877,12,6,853.72,1,2,3,853.72,Active,1.2405,196,1
16878,24,2,0.00,2,4,5,0.00,Active,12.0000,60,1
16879,420,2,-140.96,5,4,5,-140.96,"High Risk",18.0000,18,1
16880,30,8,1840.86,2,2,2,1840.86,"Low Risk",2.4892,463,1
16881,66,1,432.00,3,5,4,432.00,"Low Risk",NULL,0,1
16882,66,3,705.12,3,3,3,705.12,"Low Risk",6.6053,251,1
16883,187,20,2386.64,3,1,2,2386.64,"High Risk",1.9028,548,1
16884,37,4,1073.92,2,3,3,1073.92,"Low Risk",7.2027,533,1
16885,15,4,710.74,1,3,3,710.74,Active,2.6241,370,1
16886,444,2,0.00,5,4,5,0.00,"High Risk",0.8000,12,1
16887,35,3,660.72,2,3,3,660.72,"Low Risk",6.9604,703,1
16888,400,3,437.15,4,3,4,437.15,"High Risk",5.6792,301,1
16889,194,6,2530.90,4,2,2,2530.90,"High Risk",1.7097,371,1
16890,476,3,285.41,5,3,4,285.41,"High Risk",5.8889,106,1
16891,1,11,2056.82,1,1,2,2056.82,Active,1.4252,734,1
16892,1,9,733.40,1,2,3,733.40,Active,5.2143,730,1
16893,366,2,401.77,4,4,4,401.77,"High Risk",0.0746,10,1
16894,502,5,1282.36,5,2,2,1282.36,"High Risk",0.1684,33,1
16895,64,5,1121.42,3,3,3,1121.42,"Low Risk",3.5353,601,1
16896,555,1,103.95,5,5,5,103.95,"High Risk",0.0000,0,1
16897,299,3,213.03,4,3,5,213.03,"High Risk",0.3256,14,1
16898,26,6,887.67,2,2,3,887.67,Active,1.8707,550,1
16899,7,8,1721.02,1,2,2,1721.02,Active,2.1910,390,1
16900,11,5,187.69,1,2,5,187.69,Active,0.6420,52,1
16901,729,1,204.26,5,5,5,204.26,"High Risk",0.0000,0,1
16902,116,1,1706.88,3,5,2,1706.88,"Medium Risk",0.0000,0,1
16903,29,4,1029.98,2,3,3,1029.98,Active,2.0104,386,1
16904,4,21,5132.37,1,1,1,5132.37,Active,0.4149,407,1
16905,5,20,5004.50,1,1,1,5004.50,Active,2.1047,724,1
16906,81,7,1448.80,3,2,2,1448.80,"Low Risk",2.2054,494,1
16907,29,9,1707.90,2,2,2,1707.90,Active,1.9567,497,1
16908,722,2,153.59,5,4,5,153.59,"High Risk",0.0000,0,1
16909,64,2,364.14,3,4,4,364.14,"Low Risk",0.4444,8,1
16910,4,8,1510.06,1,2,2,1510.06,Active,0.1593,87,1
16911,627,3,251.35,5,3,5,251.35,"High Risk",0.9444,34,1
16912,23,18,4433.60,2,1,1,4433.60,Active,4.0170,707,1
16913,290,3,423.91,4,3,4,423.91,"High Risk",21.2353,361,1
16914,36,1,208.46,2,5,5,208.46,"Low Risk",0.0000,0,1
16915,9,11,1543.18,1,1,2,1543.18,Active,7.6712,560,1
16916,23,4,1123.40,2,3,3,1123.40,Active,1.4905,392,1
16917,276,3,1848.88,4,3,2,1848.88,"High Risk",8.8627,452,1
16918,49,19,3138.06,2,1,1,3138.06,"Low Risk",1.4870,687,1
16919,156,28,5053.81,3,1,1,5053.81,"Medium Risk",0.4984,321,1
16920,411,1,355.45,4,5,4,355.45,"High Risk",0.0000,0,1
16921,61,3,446.67,3,3,4,446.67,"Low Risk",5.7340,539,1
16922,572,1,611.08,5,5,3,611.08,"High Risk",0.0000,0,1
16923,12,41,12793.38,1,1,1,12793.38,Active,0.5748,665,1
16924,21,4,739.50,2,3,3,739.50,Active,0.7159,63,1
16925,540,1,125.65,5,5,5,125.65,"High Risk",0.0000,0,1
16926,371,6,1410.40,4,2,2,1410.40,"High Risk",1.3596,155,1
16927,115,3,543.05,3,3,4,543.05,"Medium Risk",49.2000,246,1
16928,80,33,3993.58,3,1,1,3993.58,"Low Risk",1.7419,594,1
16929,3,7,1295.39,1,2,2,1295.39,Active,2.0000,152,1
16930,26,3,380.55,2,3,4,380.55,Active,0.7925,42,1
16931,5,23,5233.62,1,1,1,5233.62,Active,0.3920,392,1
16932,53,3,440.71,2,3,4,440.71,"Low Risk",3.6224,518,1
16933,1,16,3099.60,1,1,1,3099.60,Active,2.3824,729,1
16934,54,7,2090.74,2,2,2,2090.74,"Low Risk",3.9103,567,1
16935,381,3,535.10,4,3,4,535.10,"High Risk",0.5556,40,1
16936,25,2,551.17,2,4,4,551.17,Active,2.5714,360,1
16937,499,1,202.10,5,5,5,202.10,"High Risk",0.0000,0,1
16938,8,10,6209.93,1,1,1,6209.93,Active,0.7799,652,1
16939,488,3,449.00,5,3,4,449.00,"High Risk",3.7442,161,1
16940,52,11,6245.41,2,1,1,6245.41,"Low Risk",1.0710,679,1
16941,611,1,33.00,5,5,5,33.00,"High Risk",0.0000,0,1
16942,12,10,1894.11,1,1,2,1894.11,Active,0.7624,215,1
16943,211,7,816.73,4,2,3,816.73,"High Risk",11.6667,420,1
16944,609,1,101.36,5,5,5,101.36,"High Risk",0.0000,0,1
16945,21,35,8530.66,2,1,1,8530.66,Active,1.4926,709,1
16946,383,6,1199.54,4,2,2,1199.54,"High Risk",3.5200,264,1
16947,235,10,896.73,4,2,3,896.73,"High Risk",6.9661,411,1
16948,138,7,868.77,3,2,3,868.77,"Medium Risk",12.3333,518,1
16949,3,7,1161.27,1,2,3,1161.27,Active,5.2167,313,1
16950,56,12,3725.19,2,1,1,3725.19,"Low Risk",4.1316,628,1
16951,123,4,1262.75,3,3,2,1262.75,"Medium Risk",2.1047,181,1
16952,109,5,798.78,3,3,3,798.78,"Medium Risk",7.1149,619,1
16953,30,1,20.80,2,5,5,20.80,"Low Risk",NULL,0,1
16954,0,21,6037.33,1,1,1,6037.33,Active,3.3495,690,1
16955,184,9,1261.16,3,2,2,1261.16,"High Risk",9.3898,554,1
16956,9,2,292.34,1,4,4,292.34,Active,0.4706,8,1
16957,239,2,416.64,4,4,4,416.64,"High Risk",2.8000,42,1
16958,435,1,809.44,5,5,3,809.44,"High Risk",0.0000,0,1
16959,87,1,117.35,3,5,5,117.35,"Low Risk",0.0000,0,1
16960,38,9,2021.98,2,2,2,2021.98,"Low Risk",1.2957,609,1
16961,116,6,773.01,3,2,3,773.01,"Medium Risk",11.4630,619,1
16962,409,1,251.04,4,5,5,251.04,"High Risk",0.0000,0,1
16963,187,1,110.55,3,5,5,110.55,"High Risk",0.0000,0,1
16964,733,2,207.85,5,4,5,207.85,"High Risk",0.0000,0,1
16965,226,1,201.19,4,5,5,201.19,"High Risk",0.0000,0,1
16966,8,10,2148.47,1,1,2,2148.47,Active,7.7333,232,1
16967,189,1,319.02,3,5,4,319.02,"High Risk",0.0000,0,1
16968,4,2,439.43,1,4,4,439.43,Active,3.4333,103,1
16969,39,3,650.41,2,3,3,650.41,"Low Risk",3.7073,152,1
16970,626,1,71.40,5,5,5,71.40,"High Risk",0.0000,0,1
16971,2,2,232.21,1,4,5,232.21,Active,0.8780,36,1
16972,382,2,786.25,4,4,3,786.25,"High Risk",0.8506,74,1
16973,386,1,127.00,4,4,5,127.00,"High Risk",0.0000,0,1
16974,522,2,365.50,5,4,4,365.50,"High Risk",6.0000,42,1
16975,413,5,902.42,4,2,3,902.42,"High Risk",2.0000,92,1
16976,267,1,251.52,4,4,5,251.52,"High Risk",0.0000,0,1
16977,395,4,496.00,4,3,4,496.00,"High Risk",8.7407,236,1
16978,77,3,768.88,3,3,3,768.88,"Low Risk",8.9242,589,1
16979,3,12,2787.09,1,1,2,2787.09,Active,3.3864,447,1
16980,255,3,1473.33,4,3,2,1473.33,"High Risk",1.5586,173,1
16981,540,1,-4620.86,5,5,5,-4620.86,"High Risk",NULL,0,1
16982,60,1,384.06,3,5,4,384.06,"Low Risk",0.0000,0,1
16983,12,12,3699.17,1,1,1,3699.17,Active,1.7430,434,1
16984,78,19,10599.42,3,1,1,10599.42,"Low Risk",0.4866,564,1
16985,17,26,10545.76,1,1,1,10545.76,Active,2.8943,712,1
16986,29,11,4888.75,2,1,1,4888.75,Active,3.7225,644,1
16987,3,12,2524.00,1,1,2,2524.00,Active,2.7594,734,1
16988,5,2,382.67,1,4,4,382.67,Active,19.6842,374,1
16989,7,6,1133.25,1,2,3,1133.25,Active,13.0000,143,1
16990,218,2,344.00,4,4,4,344.00,"High Risk",204.0000,204,1
16991,421,1,1041.21,5,5,3,1041.21,"High Risk",0.0000,0,1
16992,10,15,5460.10,1,1,1,5460.10,Active,2.2857,656,1
16993,463,3,1688.15,5,3,2,1688.15,"High Risk",4.0357,113,1
16994,626,1,-779.32,5,5,5,-779.32,"High Risk",NULL,0,1
16995,372,1,-2.50,4,4,5,-2.50,"High Risk",0.0000,0,1
16996,30,13,2044.16,2,1,2,2044.16,"Low Risk",4.5000,387,1
16997,288,3,702.00,4,3,3,702.00,"High Risk",3.3636,37,1
16998,149,7,394.02,3,2,4,394.02,"Medium Risk",42.1429,295,1
16999,23,2,484.82,2,4,4,484.82,Active,2.3182,51,1
17000,396,2,406.30,4,4,4,406.30,"High Risk",0.4138,12,1
17001,0,19,6640.80,1,1,1,6640.80,Active,2.2774,624,1
17002,73,8,2565.60,3,2,2,2565.60,"Low Risk",6.7619,568,1
17003,402,4,830.16,4,3,3,830.16,"High Risk",1.5856,176,1
17004,46,4,2425.16,2,3,2,2425.16,"Low Risk",5.4783,378,1
17005,470,3,732.41,5,3,3,732.41,"High Risk",5.9000,118,1
17006,4,8,1636.32,1,2,2,1636.32,Active,4.9612,640,1
17007,50,8,1107.60,2,2,3,1107.60,"Low Risk",5.7761,387,1
17008,429,1,81.36,5,5,5,81.36,"High Risk",NULL,0,1
17009,551,1,242.06,5,5,5,242.06,"High Risk",0.0000,0,1
17010,16,2,185.46,1,4,5,185.46,Active,0.1818,2,1
17011,30,4,536.70,2,3,4,536.70,"Low Risk",22.1786,621,1
17012,725,1,384.16,5,5,4,384.16,"High Risk",0.0000,0,1
17013,603,2,-3224.76,5,4,5,-3224.76,"High Risk",0.0000,0,1
17014,8,4,565.58,1,3,4,565.58,Active,0.7838,58,1
17015,28,3,1842.56,2,3,2,1842.56,Active,0.7269,157,1
17016,576,1,552.40,5,5,4,552.40,"High Risk",0.0000,0,1
17017,2,41,8087.41,1,1,1,8087.41,Active,1.6384,734,1
17018,40,6,2287.70,2,2,2,2287.70,"Low Risk",19.2778,694,1
17019,11,13,3951.50,1,1,1,3951.50,Active,1.0168,726,1
17020,542,2,935.62,5,4,3,935.62,"High Risk",1.5294,104,1
17021,442,6,1182.22,5,2,3,1182.22,"High Risk",3.1277,147,1
17022,31,2,260.00,2,4,4,260.00,"Low Risk",26.7333,401,1
17023,417,3,800.18,5,3,3,800.18,"High Risk",5.8333,280,1
17024,45,3,95.85,2,3,5,95.85,"Low Risk",56.0000,112,1
17025,60,5,1510.64,3,3,2,1510.64,"Low Risk",14.1707,581,1
17026,185,3,208.98,3,4,5,208.98,"High Risk",33.1429,232,1
17027,78,10,1285.41,3,2,2,1285.41,"Low Risk",3.4813,651,1
17028,581,3,1593.83,5,3,2,1593.83,"High Risk",1.4894,140,1
17029,110,7,2137.30,3,2,2,2137.30,"Medium Risk",19.7500,553,1
17030,63,1,146.87,3,5,5,146.87,"Low Risk",0.0000,0,1
17031,11,6,2773.85,1,2,2,2773.85,Active,11.6327,570,1
17032,441,13,2150.06,5,1,2,2150.06,"High Risk",1.1755,288,1
17033,86,4,1332.79,3,3,2,1332.79,"Low Risk",7.9744,311,1
17034,16,7,1239.32,1,2,2,1239.32,Active,7.7656,497,1
17035,245,5,568.39,4,2,4,568.39,"High Risk",13.6389,491,1
17036,383,1,176.90,4,4,5,176.90,"High Risk",0.0000,0,1
17037,78,2,1253.22,3,4,2,1253.22,"Low Risk",0.1184,9,1
17038,30,2,743.17,2,4,3,743.17,"Low Risk",6.2097,385,1
17039,604,1,1954.99,5,5,2,1954.99,"High Risk",0.0000,0,1
17040,137,2,463.25,3,4,4,463.25,"Medium Risk",27.5333,413,1
17041,26,7,1670.48,2,2,2,1670.48,Active,4.4496,574,1
17042,2,5,1044.38,1,2,3,1044.38,Active,2.5258,245,1
17043,32,8,2616.55,2,2,2,2616.55,"Low Risk",3.4216,698,1
17044,8,16,11867.60,1,1,1,11867.60,Active,4.5823,724,1
17045,113,5,827.68,3,3,3,827.68,"Medium Risk",6.0769,316,1
17046,157,5,1906.07,3,3,2,1906.07,"Medium Risk",5.5119,463,1
17047,85,6,2289.23,3,2,2,2289.23,"Low Risk",4.5816,646,1
17048,115,11,1991.45,3,1,2,1991.45,"Medium Risk",5.4245,575,1
17049,2,25,9593.78,1,1,1,9593.78,Active,1.1105,643,1
